tokens;labels
,;0
Bahawalpur;0
,;0
Punjab;0
# New sentence = 1944 Presentation Brothers College;0
1944;0
Presentation;0
Brothers;0
College;0
# New sentence = In 1976 he joined his brother at Leicester Lions where he spent two seasons .;0
In;0
1976;0
he;0
joined;0
his;0
brother;0
at;0
Leicester;0
Lions;0
where;0
he;0
spent;0
two;0
seasons;0
.;0
# New sentence = Chip Robinson ( 1986 );0
Chip;0
Robinson;0
(;0
1986;0
);0
# New sentence = Beecher , Michigan – $ 13,484;0
Beecher;0
,;0
Michigan;0
–;0
$;0
13,484;0
# New sentence = Mark Bonham Carter , Baron Bonham-Carter;0
Mark;0
Bonham;0
Carter;0
,;0
Baron;0
Bonham-Carter;0
# New sentence = `` O Come All Ye Faithful '';0
``;0
O;0
Come;0
All;0
Ye;0
Faithful;0
'';0
# New sentence = Myrtle Beach , United States;0
Myrtle;0
Beach;0
,;0
United;0
States;0
# New sentence = This Hour Has 22 Minutes '' cast;0
This;0
Hour;0
Has;0
22;0
Minutes;0
'';0
cast;0
# New sentence = Hanningfield Reservoir completed in 1957;0
Hanningfield;0
Reservoir;0
completed;0
in;0
1957;0
# New sentence = All three goals of the match were scored by Xherdan Shaqiri .;0
All;0
three;0
goals;0
of;0
the;0
match;0
were;0
scored;0
by;0
Xherdan;0
Shaqiri;0
.;0
# New sentence = Head of government : Prime Minister of Andorra;0
Head;0
of;0
government;0
:;0
Prime;0
Minister;0
of;0
Andorra;0
# New sentence = Meigs Township , Muskingum County , Ohio;0
Meigs;0
Township;0
,;0
Muskingum;0
County;0
,;0
Ohio;0
# New sentence = Communes of the Côte-d'Or department;0
Communes;0
of;0
the;0
Côte-d'Or;0
department;0
# New sentence = He is a brother of the noted pianist Chilly Gonzales .;0
He;0
is;0
a;0
brother;0
of;0
the;0
noted;0
pianist;0
Chilly;0
Gonzales;0
.;0
# New sentence = James H. Morrison ( D );0
James;0
H.;0
Morrison;0
(;0
D;0
);0
# New sentence = St Ann 's College;0
St;0
Ann;0
's;0
College;0
# New sentence = Beijing No.8 High School;0
Beijing;0
No.8;0
High;0
School;0
# New sentence = Southampton F.C .;0
Southampton;0
F.C;0
.;0
# New sentence = He is from Andhra Pradesh in South India .;0
He;0
is;0
from;0
Andhra;0
Pradesh;0
in;0
South;0
India;0
.;0
# New sentence = '' Kingdom of Scotland '' ' – William the Lion ( 1165–1214 );0
'';0
Kingdom;0
of;0
Scotland;0
'';0
';0
–;0
William;0
the;0
Lion;0
(;0
1165–1214;0
);0
# New sentence = Ka-Zar '' vol .;0
Ka-Zar;0
'';0
vol;0
.;0
# New sentence = Black-bellied plover , ''Pluvialis squatarola '';0
Black-bellied;0
plover;0
,;0
''Pluvialis;0
squatarola;0
'';0
# New sentence = Kalbar , Queensland;0
Kalbar;0
,;0
Queensland;0
# New sentence = ** Circle Jerks – Oddities , Abnormalities and Curiosities '';0
**;0
Circle;0
Jerks;0
–;0
Oddities;0
,;0
Abnormalities;0
and;0
Curiosities;0
'';0
# New sentence = George Alexander Eugene Douglas Haig , 2nd Earl Haig ( 1918–2009 );0
George;0
Alexander;0
Eugene;0
Douglas;0
Haig;0
,;0
2nd;0
Earl;0
Haig;0
(;0
1918–2009;0
);0
# New sentence = *9378 - Apamea burgessi '';0
*9378;0
-;0
Apamea;0
burgessi;0
'';0
# New sentence = It has also been introduced to Australia , Madeira , the Galápagos Islands and the Philippines .;0
It;0
has;0
also;0
been;0
introduced;0
to;0
Australia;0
,;0
Madeira;0
,;0
the;0
Galápagos;0
Islands;0
and;0
the;0
Philippines;0
.;0
# New sentence = Doug McClure , Keith Barron;0
Doug;0
McClure;0
,;0
Keith;0
Barron;0
# New sentence = Festhalle Frankfurt , Frankfurt , Hesse;0
Festhalle;0
Frankfurt;0
,;0
Frankfurt;0
,;0
Hesse;0
# New sentence = He was Mayor of Exeter July 1414 to October 1415 .;0
He;0
was;0
Mayor;0
of;0
Exeter;0
July;0
1414;0
to;0
October;0
1415;0
.;0
# New sentence = ' '' Venue : ' '' Daegu Civic Stadium , Daegu;0
';0
'';0
Venue;0
:;0
';0
'';0
Daegu;0
Civic;0
Stadium;0
,;0
Daegu;0
# New sentence = ''65 Damien Woody G ( IR ) 7px;0
''65;0
Damien;0
Woody;0
G;0
(;0
IR;0
);0
7px;0
# New sentence = Mystery Science Theater 3000 '';0
Mystery;0
Science;0
Theater;0
3000;0
'';0
# New sentence = North Woodbridge , California;0
North;0
Woodbridge;0
,;0
California;0
# New sentence = Volcanoes National Park , Rwanda;0
Volcanoes;0
National;0
Park;0
,;0
Rwanda;0
# New sentence = Mia Wasikowska as Alice Kingsleigh .;0
Mia;0
Wasikowska;0
as;0
Alice;0
Kingsleigh;0
.;0
# New sentence = Washington Township , Butler County , Iowa;0
Washington;0
Township;0
,;0
Butler;0
County;0
,;0
Iowa;0
# New sentence = ' '' Marcello Trotta ' '';0
';0
'';0
Marcello;0
Trotta;0
';0
'';0
# New sentence = Wesley Pritchard ( 1996– ) 36;0
Wesley;0
Pritchard;0
(;0
1996–;0
);0
36;0
# New sentence = Petersburg , Virginia;0
Petersburg;0
,;0
Virginia;0
# New sentence = '' Telamoptilia hemistacta '' ( Meyrick , 1918 );0
'';0
Telamoptilia;0
hemistacta;0
'';0
(;0
Meyrick;0
,;0
1918;0
);0
# New sentence = Melaleuca delta '' Craven;0
Melaleuca;0
delta;0
'';0
Craven;0
# New sentence = Serra da Estrela Subregion;0
Serra;0
da;0
Estrela;0
Subregion;0
# New sentence = : Ashleigh Brewer ( 2014– );0
:;0
Ashleigh;0
Brewer;0
(;0
2014–;0
);0
# New sentence = Albert Pujols [2] ( 2006 , 2010 );0
Albert;0
Pujols;0
[2];0
(;0
2006;0
,;0
2010;0
);0
# New sentence = Brian Dillons GAA;0
Brian;0
Dillons;0
GAA;0
# New sentence = '' Samurai 7 '';0
'';0
Samurai;0
7;0
'';0
# New sentence = ' '' 20px 99 Villeray '' ';0
';0
'';0
20px;0
99;0
Villeray;0
'';0
';0
# New sentence = Their debut single , `` Overjoyed '' was subsequently released in April 2012 .;0
Their;0
debut;0
single;0
,;0
``;0
Overjoyed;0
'';0
was;0
subsequently;0
released;0
in;0
April;0
2012;0
.;0
# New sentence = 929th Troop Carrier Group : 11 February 1963 – 1 January 1964;0
929th;0
Troop;0
Carrier;0
Group;0
:;0
11;0
February;0
1963;0
–;0
1;0
January;0
1964;0
# New sentence = Ethnic stereotypes in comics;0
Ethnic;0
stereotypes;0
in;0
comics;0
# New sentence = `` I 'm Not in Love '' by 10cc ( The Original Soundtrack '' , 1975 );0
``;0
I;0
'm;0
Not;0
in;0
Love;0
'';0
by;0
10cc;0
(;0
The;0
Original;0
Soundtrack;0
'';0
,;0
1975;0
);0
# New sentence = '' Papilio alexanor '' Esper , 1800;0
'';0
Papilio;0
alexanor;0
'';0
Esper;0
,;0
1800;0
# New sentence = John Isner 7–6 ( 4 ) , 5–7 ( 5 ) , 7–5 , 6–4;0
John;0
Isner;0
7–6;0
(;0
4;0
);0
,;0
5–7;0
(;0
5;0
);0
,;0
7–5;0
,;0
6–4;0
# New sentence = Metadata Object Description Schema;0
Metadata;0
Object;0
Description;0
Schema;0
# New sentence = Maria Adams ( disambiguation );0
Maria;0
Adams;0
(;0
disambiguation;0
);0
# New sentence = '' Col des Ares '';0
'';0
Col;0
des;0
Ares;0
'';0
# New sentence = Siliștea River ( Țibrin );0
Siliștea;0
River;0
(;0
Țibrin;0
);0
# New sentence = *Written by Val Guest and Leslie Thomas;0
*Written;0
by;0
Val;0
Guest;0
and;0
Leslie;0
Thomas;0
# New sentence = Billy Vessels ( RB ) :;0
Billy;0
Vessels;0
(;0
RB;0
);0
:;0
# New sentence = May 10 – Shel Silverstein , 68 , children 's poet;0
May;0
10;0
–;0
Shel;0
Silverstein;0
,;0
68;0
,;0
children;0
's;0
poet;0
# New sentence = `` Stupid Shit '' – Girlicious;0
``;0
Stupid;0
Shit;0
'';0
–;0
Girlicious;0
# New sentence = Château de Ferrières - Ferrières-en-Brie , Seine-Maritime;0
Château;0
de;0
Ferrières;0
-;0
Ferrières-en-Brie;0
,;0
Seine-Maritime;0
# New sentence = Holy Trinity Church , Blythburgh;0
Holy;0
Trinity;0
Church;0
,;0
Blythburgh;0
# New sentence = Jesús Rubio Martín;0
Jesús;0
Rubio;0
Martín;0
# New sentence = Free Software Foundation Europe;0
Free;0
Software;0
Foundation;0
Europe;0
# New sentence = It features Michelle Fairley as the narrator .;0
It;0
features;0
Michelle;0
Fairley;0
as;0
the;0
narrator;0
.;0
# New sentence = ' '' Women 's 10,000 metres '' ';0
';0
'';0
Women;0
's;0
10,000;0
metres;0
'';0
';0
# New sentence = 19 , , Stockholm , Cirkus;0
19;0
,;0
,;0
Stockholm;0
,;0
Cirkus;0
# New sentence = 632 , Air Force Office of Special Investigations;0
632;0
,;0
Air;0
Force;0
Office;0
of;0
Special;0
Investigations;0
# New sentence = K ( Eighth Avenue Local );0
K;0
(;0
Eighth;0
Avenue;0
Local;0
);0
# New sentence = File : J150W-Ayers.jpg |Sir Henry Ayers;0
File;0
:;0
J150W-Ayers.jpg;0
|Sir;0
Henry;0
Ayers;0
# New sentence = Midnight at Minton 's '' ( 1941 );0
Midnight;0
at;0
Minton;0
's;0
'';0
(;0
1941;0
);0
# New sentence = '' Scoparia niphospora '' ( Meyrick , 1884 );0
'';0
Scoparia;0
niphospora;0
'';0
(;0
Meyrick;0
,;0
1884;0
);0
# New sentence = Cryptocloser - 1997 Canadian Champion 3-Year-Old Male Horse;0
Cryptocloser;0
-;0
1997;0
Canadian;0
Champion;0
3-Year-Old;0
Male;0
Horse;0
# New sentence = His debut single , `` Ca n't Say No '' , was released in the United Kingdom on 16 April 2012 .;0
His;0
debut;0
single;0
,;0
``;0
Ca;0
n't;0
Say;0
No;0
'';0
,;0
was;0
released;0
in;0
the;0
United;0
Kingdom;0
on;0
16;0
April;0
2012;0
.;0
# New sentence = Pat Garrity , George McCloud ( 15 );0
Pat;0
Garrity;0
,;0
George;0
McCloud;0
(;0
15;0
);0
# New sentence = Dwight Howard ( 12 );0
Dwight;0
Howard;0
(;0
12;0
);0
# New sentence = ( There have been slightly older finds in the Savannah River area .;0
(;0
There;0
have;0
been;0
slightly;0
older;0
finds;0
in;0
the;0
Savannah;0
River;0
area;0
.;0
# New sentence = '' 'QB '' ' - AJ McCarron , Alabama ( ' '' AFCA '' ' , ' '' WCFF '' ' );0
'';0
'QB;0
'';0
';0
-;0
AJ;0
McCarron;0
,;0
Alabama;0
(;0
';0
'';0
AFCA;0
'';0
';0
,;0
';0
'';0
WCFF;0
'';0
';0
);0
# New sentence = Galway , Ireland ( since 1987 );0
Galway;0
,;0
Ireland;0
(;0
since;0
1987;0
);0
# New sentence = Before 1945 the area was part of Germany .;0
Before;0
1945;0
the;0
area;0
was;0
part;0
of;0
Germany;0
.;0
# New sentence = It reached the Marquesas Islands in 1932 , Mauritius in 1936 , and Réunion in 1957 .;0
It;0
reached;0
the;0
Marquesas;0
Islands;0
in;0
1932;0
,;0
Mauritius;0
in;0
1936;0
,;0
and;0
Réunion;0
in;0
1957;0
.;0
# New sentence = CONCACAF U-17 Championship;0
CONCACAF;0
U-17;0
Championship;0
# New sentence = Later in the year , she went on to reach two WTA-level finals in Strasbourg and Vienna .;0
Later;0
in;0
the;0
year;0
,;0
she;0
went;0
on;0
to;0
reach;0
two;0
WTA-level;0
finals;0
in;0
Strasbourg;0
and;0
Vienna;0
.;0
# New sentence = Reichenau , Switzerland;0
Reichenau;0
,;0
Switzerland;0
# New sentence = Hissar ( disambiguation );0
Hissar;0
(;0
disambiguation;0
);0
# New sentence = Nick Slyney , 12 .;0
Nick;0
Slyney;0
,;0
12;0
.;0
# New sentence = Premier of Newfoundland - Clyde Wells;0
Premier;0
of;0
Newfoundland;0
-;0
Clyde;0
Wells;0
# New sentence = • Smoljinac ( 1873 );0
•;0
Smoljinac;0
(;0
1873;0
);0
# New sentence = FedEx Express operates Boeing 767-300F and Airbus A300-600;0
FedEx;0
Express;0
operates;0
Boeing;0
767-300F;0
and;0
Airbus;0
A300-600;0
# New sentence = Army of the Potomac;0
Army;0
of;0
the;0
Potomac;0
# New sentence = Kubrat , Prince of Panagyurishte .;0
Kubrat;0
,;0
Prince;0
of;0
Panagyurishte;0
.;0
# New sentence = Kate Sullivan - anchor / reporter ( 2000–2006 );0
Kate;0
Sullivan;0
-;0
anchor;0
/;0
reporter;0
(;0
2000–2006;0
);0
# New sentence = ' '' Skindred '' ';0
';0
'';0
Skindred;0
'';0
';0
# New sentence = She ran aground on 3 August 1962 near Djibouti and laid up there .;0
She;0
ran;0
aground;0
on;0
3;0
August;0
1962;0
near;0
Djibouti;0
and;0
laid;0
up;0
there;0
.;0
# New sentence = Moshe Gafni ( from 23 July 1990 );0
Moshe;0
Gafni;0
(;0
from;0
23;0
July;0
1990;0
);0
# New sentence = Murvaux ( 55365 );0
Murvaux;0
(;0
55365;0
);0
# New sentence = *1,826 - Darrell K. Smith ( 1990 );0
*1,826;0
-;0
Darrell;0
K.;0
Smith;0
(;0
1990;0
);0
# New sentence = '' A Man Alone '' - Frank Sinatra;0
'';0
A;0
Man;0
Alone;0
'';0
-;0
Frank;0
Sinatra;0
# New sentence = Rothes F.C .;0
Rothes;0
F.C;0
.;0
# New sentence = N67 road ( Ireland );0
N67;0
road;0
(;0
Ireland;0
);0
# New sentence = Jodhpur National University;0
Jodhpur;0
National;0
University;0
# New sentence = *04916 - Herzberg ( Elster ) , Schönewalde;0
*04916;0
-;0
Herzberg;0
(;0
Elster;0
);0
,;0
Schönewalde;0
# New sentence = Charles Emmanuel IV of Sardinia ( 13 July 1807 – 6 October 1819 ) , descended from the youngest daughter of Charles I .;0
Charles;0
Emmanuel;0
IV;0
of;0
Sardinia;0
(;0
13;0
July;0
1807;0
–;0
6;0
October;0
1819;0
);0
,;0
descended;0
from;0
the;0
youngest;0
daughter;0
of;0
Charles;0
I;0
.;0
# New sentence = Ice cream cake;0
Ice;0
cream;0
cake;0
# New sentence = *The Cathedral of Saint Thomas More is the seat of the Roman Catholic Diocese of Arlington , which comprises Northern Virginia .;0
*The;0
Cathedral;0
of;0
Saint;0
Thomas;0
More;0
is;0
the;0
seat;0
of;0
the;0
Roman;0
Catholic;0
Diocese;0
of;0
Arlington;0
,;0
which;0
comprises;0
Northern;0
Virginia;0
.;0
# New sentence = He was the second son of Richard de Clare , 6th Earl of Gloucester and his wife Maud de Lacy , Countess of Gloucester .;0
He;0
was;0
the;0
second;0
son;0
of;0
Richard;0
de;0
Clare;0
,;0
6th;0
Earl;0
of;0
Gloucester;0
and;0
his;0
wife;0
Maud;0
de;0
Lacy;0
,;0
Countess;0
of;0
Gloucester;0
.;0
# New sentence = Bluefield]] - Beckley , West Virginia;0
Bluefield]];0
-;0
Beckley;0
,;0
West;0
Virginia;0
# New sentence = ' '' Geographic coordinates : ' '';0
';0
'';0
Geographic;0
coordinates;0
:;0
';0
'';0
# New sentence = ' '' Earl of Devonshire '' ';0
';0
'';0
Earl;0
of;0
Devonshire;0
'';0
';0
# New sentence = 2000 : Croatia , Israel , and Latvia join;0
2000;0
:;0
Croatia;0
,;0
Israel;0
,;0
and;0
Latvia;0
join;0
# New sentence = ' '' Herbert Covington Bonner ( D ) 92.5 % ' '' W .;0
';0
'';0
Herbert;0
Covington;0
Bonner;0
(;0
D;0
);0
92.5;0
%;0
';0
'';0
W;0
.;0
# New sentence = It serves the north-eastern Melbourne suburb of Montmorency opening on 5 September 1923 .;0
It;0
serves;0
the;0
north-eastern;0
Melbourne;0
suburb;0
of;0
Montmorency;0
opening;0
on;0
5;0
September;0
1923;0
.;0
# New sentence = Indian Ocean , Rodrigues Island;0
Indian;0
Ocean;0
,;0
Rodrigues;0
Island;0
# New sentence = St Oswald 's Church , Ravenstonedale;0
St;0
Oswald;0
's;0
Church;0
,;0
Ravenstonedale;0
# New sentence = Jacob K. Javits;0
Jacob;0
K.;0
Javits;0
# New sentence = Nick Vernier Band feat. Iain Matthews Woodstock '' ( single ) ( 2009 );0
Nick;0
Vernier;0
Band;0
feat.;0
Iain;0
Matthews;0
Woodstock;0
'';0
(;0
single;0
);0
(;0
2009;0
);0
# New sentence = Taliabu masked owl;0
Taliabu;0
masked;0
owl;0
# New sentence = He recently appeared on Argumental '' and Celebrity Juice '' .;0
He;0
recently;0
appeared;0
on;0
Argumental;0
'';0
and;0
Celebrity;0
Juice;0
'';0
.;0
# New sentence = Mieczysław Mickiewicz , 22 February 1922 – 1 February 1923;0
Mieczysław;0
Mickiewicz;0
,;0
22;0
February;0
1922;0
–;0
1;0
February;0
1923;0
# New sentence = Clitheroe Advertiser and Times;0
Clitheroe;0
Advertiser;0
and;0
Times;0
# New sentence = '' Having a Party '' ( 1982 );0
'';0
Having;0
a;0
Party;0
'';0
(;0
1982;0
);0
# New sentence = ( For details , see Iowa 1st congressional district election , 2006 .;0
(;0
For;0
details;0
,;0
see;0
Iowa;0
1st;0
congressional;0
district;0
election;0
,;0
2006;0
.;0
# New sentence = Washington State Route 542;0
Washington;0
State;0
Route;0
542;0
# New sentence = Communes of the Alpes-Maritimes department;0
Communes;0
of;0
the;0
Alpes-Maritimes;0
department;0
# New sentence = ' '' Horatio Seymour , Jr . '' ';0
';0
'';0
Horatio;0
Seymour;0
,;0
Jr;0
.;0
'';0
';0
# New sentence = Metropolitan Atlanta Rapid Transit Authority;0
Metropolitan;0
Atlanta;0
Rapid;0
Transit;0
Authority;0
# New sentence = Howard Baker , Deceased .;0
Howard;0
Baker;0
,;0
Deceased;0
.;0
# New sentence = Chico Buarque , Antonio Carlos Jobim;0
Chico;0
Buarque;0
,;0
Antonio;0
Carlos;0
Jobim;0
# New sentence = Thomas Witlam Atkinson ( 1799–1861 );0
Thomas;0
Witlam;0
Atkinson;0
(;0
1799–1861;0
);0
# New sentence = ** '' Wolverhampton Wanderers '' ' 4–3 Leicester City ( 25 October 2003 );0
**;0
'';0
Wolverhampton;0
Wanderers;0
'';0
';0
4–3;0
Leicester;0
City;0
(;0
25;0
October;0
2003;0
);0
# New sentence = 1979 – Steve Hillage – ''Open '';0
1979;0
–;0
Steve;0
Hillage;0
–;0
''Open;0
'';0
# New sentence = ** '' 'Gaihawk '' ' - MiG-29 Fulcrum '';0
**;0
'';0
'Gaihawk;0
'';0
';0
-;0
MiG-29;0
Fulcrum;0
'';0
# New sentence = Sang Doo ! Let 's Go to School '';0
Sang;0
Doo;0
!;0
Let;0
's;0
Go;0
to;0
School;0
'';0
# New sentence = Webb Pierce ( 1921–1991 ) – singer;0
Webb;0
Pierce;0
(;0
1921–1991;0
);0
–;0
singer;0
# New sentence = St. Mary 's , Alaska;0
St.;0
Mary;0
's;0
,;0
Alaska;0
# New sentence = Juan Mirabal , Taos Pueblo ( 1903–1970 );0
Juan;0
Mirabal;0
,;0
Taos;0
Pueblo;0
(;0
1903–1970;0
);0
# New sentence = It lies south-east of Aleksandrów Kujawski and south-east of Toruń .;0
It;0
lies;0
south-east;0
of;0
Aleksandrów;0
Kujawski;0
and;0
south-east;0
of;0
Toruń;0
.;0
# New sentence = It was held to elect members of the Legislative Assembly of British Columbia .;0
It;0
was;0
held;0
to;0
elect;0
members;0
of;0
the;0
Legislative;0
Assembly;0
of;0
British;0
Columbia;0
.;0
# New sentence = '' Teleiodes flavimaculella '' ( Herrich-Schäffer , 1854 );0
'';0
Teleiodes;0
flavimaculella;0
'';0
(;0
Herrich-Schäffer;0
,;0
1854;0
);0
# New sentence = Greci , Mehedinți;0
Greci;0
,;0
Mehedinți;0
# New sentence = Bellevue Downtown Park : 2015;0
Bellevue;0
Downtown;0
Park;0
:;0
2015;0
# New sentence = City of Ten Thousand Buddhas , in Ukiah , California;0
City;0
of;0
Ten;0
Thousand;0
Buddhas;0
,;0
in;0
Ukiah;0
,;0
California;0
# New sentence = White House , Jamaica;0
White;0
House;0
,;0
Jamaica;0
# New sentence = Estadio Olímpico Metropolitano , San Pedro Sula , Honduras;0
Estadio;0
Olímpico;0
Metropolitano;0
,;0
San;0
Pedro;0
Sula;0
,;0
Honduras;0
# New sentence = Famous among them were Jayatirtha , Sripadaraya , Vyasatirtha .;0
Famous;0
among;0
them;0
were;0
Jayatirtha;0
,;0
Sripadaraya;0
,;0
Vyasatirtha;0
.;0
# New sentence = Dubuque County , Iowa;0
Dubuque;0
County;0
,;0
Iowa;0
# New sentence = LoLo Jones ' '' ';0
LoLo;0
Jones;0
';0
'';0
';0
# New sentence = '' Revivor '' ( 2003 ) ( remix album );0
'';0
Revivor;0
'';0
(;0
2003;0
);0
(;0
remix;0
album;0
);0
# New sentence = Aginskoye , Zabaykalsky Krai;0
Aginskoye;0
,;0
Zabaykalsky;0
Krai;0
# New sentence = Roger Lutz ( 25 Oct 2003 – 30 June 2004 );0
Roger;0
Lutz;0
(;0
25;0
Oct;0
2003;0
–;0
30;0
June;0
2004;0
);0
# New sentence = Eugen Burg as Kaiser Franz Josef;0
Eugen;0
Burg;0
as;0
Kaiser;0
Franz;0
Josef;0
# New sentence = 100px '' Samuel J. Kirkwood;0
100px;0
'';0
Samuel;0
J.;0
Kirkwood;0
# New sentence = M. H. de Young Memorial Museum;0
M.;0
H.;0
de;0
Young;0
Memorial;0
Museum;0
# New sentence = Seven Network ( 6 );0
Seven;0
Network;0
(;0
6;0
);0
# New sentence = '' The Puppet Master '' ( 2003 );0
'';0
The;0
Puppet;0
Master;0
'';0
(;0
2003;0
);0
# New sentence = He previously represented the Socialist Left Party .;0
He;0
previously;0
represented;0
the;0
Socialist;0
Left;0
Party;0
.;0
# New sentence = Pennsylvania Farm Show Complex & Expo Center;0
Pennsylvania;0
Farm;0
Show;0
Complex;0
&;0
Expo;0
Center;0
# New sentence = Iowa John Deere Dealers 250;0
Iowa;0
John;0
Deere;0
Dealers;0
250;0
# New sentence = Avant que l'ombre ... '';0
Avant;0
que;0
l'ombre;0
...;0
'';0
# New sentence = He was born in Beaumont , Texas .;0
He;0
was;0
born;0
in;0
Beaumont;0
,;0
Texas;0
.;0
# New sentence = Antenor Orrego Private University ( UPAO );0
Antenor;0
Orrego;0
Private;0
University;0
(;0
UPAO;0
);0
# New sentence = The couple were also the parents of Robert Devereux , 2nd Earl of Essex .;0
The;0
couple;0
were;0
also;0
the;0
parents;0
of;0
Robert;0
Devereux;0
,;0
2nd;0
Earl;0
of;0
Essex;0
.;0
# New sentence = Eyton on Severn;0
Eyton;0
on;0
Severn;0
# New sentence = Soon after his appointment , in 1897 , he was knighted .;0
Soon;0
after;0
his;0
appointment;0
,;0
in;0
1897;0
,;0
he;0
was;0
knighted;0
.;0
# New sentence = ' '' Pope Pius IV '' ';0
';0
'';0
Pope;0
Pius;0
IV;0
'';0
';0
# New sentence = West Florida Argonauts;0
West;0
Florida;0
Argonauts;0
# New sentence = He was drafted by the New England Patriots in the fourth round of the 2013 NFL Draft .;0
He;0
was;0
drafted;0
by;0
the;0
New;0
England;0
Patriots;0
in;0
the;0
fourth;0
round;0
of;0
the;0
2013;0
NFL;0
Draft;0
.;0
# New sentence = The entire Municipality of Destrnik is now included in the Drava Statistical Region .;0
The;0
entire;0
Municipality;0
of;0
Destrnik;0
is;0
now;0
included;0
in;0
the;0
Drava;0
Statistical;0
Region;0
.;0
# New sentence = King 's Cross St. Pancras tube station;0
King;0
's;0
Cross;0
St.;0
Pancras;0
tube;0
station;0
# New sentence = She lives in Bokod with her husband and two children .;0
She;0
lives;0
in;0
Bokod;0
with;0
her;0
husband;0
and;0
two;0
children;0
.;0
# New sentence = Allaert van Everdingen;0
Allaert;0
van;0
Everdingen;0
# New sentence = Providence , Guyana;0
Providence;0
,;0
Guyana;0
